-0.0321000000 -1.2433000000
-0.0324700000 -1.2197400000
-0.0335800000 -1.1962000000
-0.0354285000 -1.1727200000
-0.0380140000 -1.1493000000
-0.0413335000 -1.1259700000
-0.0453845000 -1.1027600000
-0.0501625000 -1.0796900000
-0.0556625000 -1.0567800000
-0.0618795000 -1.0340600000
-0.0688075000 -1.0115400000
-0.0764395000 -0.9892470000
-0.0847675000 -0.9672070000
-0.0937840000 -0.9454390000
-0.1034790000 -0.9239650000
-0.1138450000 -0.9028070000
-0.1248700000 -0.8819850000
-0.1365430000 -0.8615190000
-0.1488540000 -0.8414300000
-0.1617900000 -0.8217380000
-0.1753380000 -0.8024610000
-0.1894840000 -0.7836200000
-0.2042150000 -0.7652320000
-0.2195170000 -0.7473160000
-0.2353740000 -0.7298900000
-0.2517700000 -0.7129700000
-0.2686900000 -0.6965740000
-0.2861160000 -0.6807170000
-0.3040320000 -0.6654150000
-0.3224200000 -0.6506840000
-0.3412610000 -0.6365370000
-0.3605370000 -0.6229900000
-0.3802300000 -0.6100540000
-0.4003190000 -0.5977430000
-0.4207850000 -0.5860700000
-0.4416070000 -0.5750450000
-0.4627650000 -0.5646800000
-0.4842390000 -0.5549840000
-0.5060070000 -0.5459680000
-0.5280460000 -0.5376400000
-0.5503380000 -0.5300080000
-0.5728560000 -0.5230800000
-0.5955830000 -0.5168630000
-0.6184930000 -0.5113630000
-0.6415640000 -0.5065840000
-0.6647740000 -0.5025340000
-0.6881000000 -0.4992140000
-0.7115190000 -0.4966290000
-0.7350070000 -0.4947800000
-0.7585420000 -0.4936700000
-0.7821000000 -0.4933000000
-0.8056580000 -0.4936700000
-0.8291930000 -0.4947800000
-0.8526810000 -0.4966290000
-0.8761000000 -0.4992140000
-0.8994250000 -0.5025340000
-0.9226350000 -0.5065840000
-0.9457050000 -0.5113630000
-0.9686150000 -0.5168630000
-0.9913450000 -0.5230800000
-1.0138700000 -0.5300080000
-1.0361500000 -0.5376400000
-1.0581900000 -0.5459680000
-1.0799600000 -0.5549840000
-1.1014300000 -0.5646800000
-1.1226000000 -0.5750450000
-1.1434200000 -0.5860700000
-1.1638800000 -0.5977430000
-1.1839700000 -0.6100540000
-1.2036600000 -0.6229900000
-1.2229400000 -0.6365370000
-1.2417800000 -0.6506840000
-1.2601700000 -0.6654150000
-1.2780800000 -0.6807170000
-1.2955100000 -0.6965740000
-1.3124300000 -0.7129700000
-1.3288300000 -0.7298900000
-1.3446900000 -0.7473160000
-1.3599800000 -0.7652320000
-1.3747200000 -0.7836200000
-1.3888700000 -0.8024610000
-1.4024100000 -0.8217380000
-1.4153400000 -0.8414300000
-1.4276600000 -0.8615190000
-1.4393300000 -0.8819850000
-1.4503600000 -0.9028070000
-1.4607200000 -0.9239650000
-1.4704200000 -0.9454390000
-1.4794300000 -0.9672070000
-1.4877600000 -0.9892470000
-1.4953900000 -1.0115400000
-1.5023200000 -1.0340600000
-1.5085400000 -1.0567800000
-1.5140400000 -1.0796900000
-1.5188200000 -1.1027600000
-1.5228600000 -1.1259700000
-1.5261800000 -1.1493000000
-1.5287700000 -1.1727200000
-1.5306200000 -1.1962000000
-1.5317300000 -1.2197400000
-1.5321000000 -1.2433000000
-1.5317300000 -1.2668600000
-1.5306200000 -1.2904000000
-1.5287700000 -1.3138800000
-1.5261800000 -1.3373000000
-1.5228600000 -1.3606300000
-1.5188200000 -1.3838300000
-1.5140400000 -1.4069100000
-1.5085400000 -1.4298200000
-1.5023200000 -1.4525500000
-1.4953900000 -1.4750700000
-1.4877600000 -1.4973500000
-1.4794300000 -1.5194000000
-1.4704200000 -1.5411600000
-1.4607200000 -1.5626300000
-1.4503600000 -1.5838000000
-1.4393300000 -1.6046100000
-1.4276600000 -1.6250800000
-1.4153400000 -1.6451700000
-1.4024100000 -1.6648700000
-1.3888700000 -1.6841400000
-1.3747200000 -1.7029800000
-1.3599800000 -1.7213700000
-1.3446900000 -1.7392800000
-1.3288300000 -1.7567100000
-1.3124300000 -1.7736300000
-1.2955100000 -1.7900200000
-1.2780800000 -1.8058800000
-1.2601700000 -1.8211900000
-1.2417800000 -1.8359100000
-1.2229400000 -1.8500700000
-1.2036600000 -1.8636100000
-1.1839700000 -1.8765500000
-1.1638800000 -1.8888500000
-1.1434200000 -1.9005300000
-1.1226000000 -1.9115600000
-1.1014300000 -1.9219200000
-1.0799600000 -1.9316200000
-1.0581900000 -1.9406300000
-1.0361500000 -1.9489600000
-1.0138700000 -1.9565900000
-0.9913450000 -1.9635200000
-0.9686150000 -1.9697400000
-0.9457050000 -1.9752400000
-0.9226350000 -1.9800200000
-0.8994250000 -1.9840600000
-0.8761000000 -1.9873800000
-0.8526810000 -1.9899700000
-0.8291930000 -1.9918200000
-0.8056580000 -1.9929300000
-0.7821000000 -1.9933000000
-0.7585420000 -1.9929300000
-0.7350070000 -1.9918200000
-0.7115190000 -1.9899700000
-0.6881000000 -1.9873800000
-0.6647740000 -1.9840600000
-0.6415640000 -1.9800200000
-0.6184930000 -1.9752400000
-0.5955830000 -1.9697400000
-0.5728560000 -1.9635200000
-0.5503380000 -1.9565900000
-0.5280460000 -1.9489600000
-0.5060070000 -1.9406300000
-0.4842390000 -1.9316200000
-0.4627650000 -1.9219200000
-0.4416070000 -1.9115600000
-0.4207850000 -1.9005300000
-0.4003190000 -1.8888500000
-0.3802300000 -1.8765500000
-0.3605370000 -1.8636100000
-0.3412610000 -1.8500700000
-0.3224200000 -1.8359100000
-0.3040320000 -1.8211900000
-0.2861160000 -1.8058800000
-0.2686900000 -1.7900200000
-0.2517700000 -1.7736300000
-0.2353740000 -1.7567100000
-0.2195170000 -1.7392800000
-0.2042150000 -1.7213700000
-0.1894840000 -1.7029800000
-0.1753380000 -1.6841400000
-0.1617900000 -1.6648700000
-0.1488540000 -1.6451700000
-0.1365430000 -1.6250800000
-0.1248700000 -1.6046100000
-0.1138450000 -1.5838000000
-0.1034790000 -1.5626300000
-0.0937840000 -1.5411600000
-0.0847675000 -1.5194000000
-0.0764395000 -1.4973500000
-0.0688075000 -1.4750700000
-0.0618795000 -1.4525500000
-0.0556625000 -1.4298200000
-0.0501625000 -1.4069100000
-0.0453845000 -1.3838300000
-0.0413335000 -1.3606300000
-0.0380140000 -1.3373000000
-0.0354285000 -1.3138800000
-0.0335800000 -1.2904000000
-0.0324700000 -1.2668600000
-0.0321000000 -1.2433000000
